run,model,scenario_id,above_floor,above_floor_null,pD,pJ,g,pD_null,pJ_null,g_null,ind,ind_null
three_cell_union,instruct,F3-A-00,True,False,0.27897842915014226,0.30611506784958054,-0.027136638699438276,0.43635984081945417,0.30934590929081174,0.12701393152864243,0,0
three_cell_union,instruct,F3-A-00T,False,True,0.04709122604992633,0.1156900404693981,-0.06859881441947177,0.022395308802277327,0.026247887673351095,-0.0038525788710737675,0,0
three_cell_union,instruct,F3-A-02,False,False,0.47066916917446405,0.3910873046781651,0.07958186449629895,0.4015081629084218,0.2938628528717964,0.10764531003662536,0,0
three_cell_union,instruct,F3-A-02T,False,False,0.303050502356204,0.17214713123078407,0.13090337112541994,0.3643262509958147,0.4365553685071937,-0.07222911751137895,0,0
three_cell_union,instruct,F3-A-04,True,False,0.4367321991985108,0.189166224718633,0.2475659744798778,0.25816351224812656,0.11183137759329252,0.14633213465483402,0,0
three_cell_union,instruct,F3-A-04T,False,False,0.2911512136684424,0.16663839616369874,0.12451281750474363,0.16670198382874055,0.1411937431487419,0.025508240679998656,0,0
three_cell_union,instruct,F3-A-06,False,False,0.1908109449376642,0.24173100366017353,-0.05092005872250932,0.787928245873657,0.6943079428912815,0.09362030298237545,0,0
three_cell_union,instruct,F3-A-06T,True,False,0.004197683479003487,0.07572849929481812,-0.07153081581581464,0.027981884540681345,0.08839680122301108,-0.06041491668232973,0,0
three_cell_union,instruct,F3-A-08,False,False,0.4859023762765273,0.40457923150498504,0.08132314477154229,0.2912939063149085,0.39171878394574194,-0.10042487763083346,0,0
three_cell_union,instruct,F3-A-08T,True,True,0.06001794310709896,0.18366446659386346,-0.1236465234867645,0.17381758662903363,0.2041521251428075,-0.03033453851377388,0,0
three_cell_union,instruct,F3-A-10,True,True,0.005621901471644774,0.11308856494364772,-0.10746666347200294,0.003553224277126883,0.06320901022576453,-0.059655785948637644,0,0
three_cell_union,instruct,F3-A-10T,False,False,0.6085098792755146,0.5003178181531784,0.10819206112233615,0.16539962629580893,0.2943750853210914,-0.12897545902528249,0,0
three_cell_union,instruct,F3-A-12,True,False,0.25298615244695677,0.2669916307472001,-0.014005478300243346,0.058619976911066934,0.17530946790704313,-0.1166894909959762,0,0
three_cell_union,instruct,F3-A-12T,True,True,0.04167617950899261,0.14087528116837134,-0.09919910165937873,0.16196615044559595,0.15835518363425086,0.0036109668113450955,0,0
three_cell_union,instruct,F3-A-14,False,False,0.6215830249652983,0.4058777626994204,0.21570526226587788,0.6549165352155598,0.45513223788659707,0.19978429732896275,0,0
three_cell_union,instruct,F3-A-14T,True,True,0.08611110034264069,0.14584275293781965,-0.05973165259517896,0.042383169294589795,0.1499949345648921,-0.1076117652703023,0,0
three_cell_union,instruct,F3-A-16,True,True,0.41002153255404084,0.15555038690635675,0.2544711456476841,0.013146685049796996,0.10707454081515627,-0.09392785576535928,0,0
three_cell_union,instruct,F3-A-16T,False,True,0.8926952803781021,0.4548036098107885,0.4378916705673136,0.7376932051337424,0.27204705309683574,0.4656461520369066,1,1
three_cell_union,instruct,F3-A-18,True,True,0.026793834673996254,0.1954560958665457,-0.16866226119254943,0.03362190371828331,0.06699777422234371,-0.0333758705040604,0,0
three_cell_union,instruct,F3-A-18T,True,True,0.003461932069794159,0.07896875292337886,-0.0755068208535847,0.011182470678247994,0.0626649397084285,-0.05148246903018051,0,0
three_cell_union,instruct,F3-A-20,True,True,0.21317759721910784,0.24658113731722006,-0.03340354009811222,0.1932204162749408,0.25580558747568694,-0.06258517120074614,0,0
three_cell_union,instruct,F3-A-20T,True,True,0.15708114254222424,0.18956249797891256,-0.032481355436688314,0.018182183908291502,0.1472786919377536,-0.1290965080294621,0,0
three_cell_union,instruct,F3-A-22,False,False,0.03196791351821498,0.13691669327524064,-0.10494877975702566,0.02941821452525012,0.10581255255406483,-0.0763943380288147,0,0
three_cell_union,instruct,F3-A-22T,True,True,0.005268841833238131,0.08752919654877032,-0.0822603547155322,0.0029816804690224975,0.06373435899866445,-0.06075267852964195,0,0
three_cell_union,instruct,F3-A-24,False,True,0.4159531564310314,0.48693917731998865,-0.07098602088895722,0.6279212478249925,0.46103826473990395,0.16688298308508853,0,0
three_cell_union,instruct,F3-A-24T,False,True,0.014215106524480842,0.36909636568621784,-0.354881259161737,0.010342832198075465,0.2716128998923135,-0.26127006769423805,0,0
three_cell_union,instruct,F3-A-26,True,False,0.020042077664729895,0.11339853633526067,-0.09335645867053077,0.08231675484363145,0.17108374471593193,-0.08876698987230049,0,0
three_cell_union,instruct,F3-A-26T,True,True,0.10460326428335477,0.04496936475292977,0.059633899530425,0.16385006422519957,0.2439792269250643,-0.08012916269986473,0,0
three_cell_union,instruct,F3-A-28,False,True,0.3271850555307212,0.36393355834119345,-0.03674850281047226,0.20504690418147994,0.1864253947658242,0.01862150941565574,0,0
three_cell_union,instruct,F3-A-28T,True,True,0.2524167335624079,0.1955407982914646,0.05687593527094331,0.5127326365269029,0.23564673707809897,0.27708589944880396,0,1
three_cell_union,instruct,F3-A-30,False,False,0.37813522183339787,0.27206006449682574,0.10607515733657213,0.4585943391765822,0.2771582829145853,0.18143605626199694,0,1
three_cell_union,instruct,F3-A-30T,False,False,0.18316699778354037,0.16401147519436016,0.019155522589180213,0.06935867790987682,0.12197033731850128,-0.05261165940862446,0,0
three_cell_union,instruct,F3-A-32,True,False,0.9940308071343205,0.5078896851552303,0.4861411219790902,0.9883787547320413,0.49680111437447094,0.49157764035757034,1,1
three_cell_union,instruct,F3-A-32T,True,True,0.3682179965517889,0.35171390507740496,0.01650409147438392,0.03312533430482733,0.11889104397783089,-0.08576570967300357,0,0
three_cell_union,instruct,F3-A-34,True,False,0.007403542278179411,0.10064253864388537,-0.09323899636570596,0.006261379429156654,0.1037793607198963,-0.09751798129073964,0,0
three_cell_union,instruct,F3-A-34T,True,True,0.7356972298322368,0.374408561465126,0.3612886683671108,0.18772044537843546,0.08463916498952334,0.10308128038891212,1,0
three_cell_union,instruct,F3-A-36,False,False,0.014752110995700287,0.16080257615410162,-0.14605046515840134,0.016144672070319156,0.22769386754893495,-0.21154919547861578,0,0
three_cell_union,instruct,F3-A-36T,True,True,0.014976085174786088,0.15187247017250546,-0.1368963849977194,0.09090043355070045,0.14340071426800663,-0.05250028071730618,0,0
three_cell_union,instruct,F3-A-38,False,False,0.6003264471124323,0.4541286328088598,0.14619781430357254,0.5914377972219641,0.4489011144733015,0.1425366827486626,0,0
three_cell_union,instruct,F3-A-38T,True,True,0.8899414436517681,0.4563153961013598,0.4336260475504083,0.8090954469955929,0.5857949714893307,0.2233004755062622,0,0
three_cell_union,instruct,F3-A-40,True,True,0.2965224775808818,0.2902547692369094,0.006267708343972389,0.15297376566003096,0.228401566694658,-0.07542780103462704,0,0
three_cell_union,instruct,F3-A-40T,True,True,0.0034319133670924267,0.025609907023360398,-0.02217799365626797,0.0036921904862594625,0.06468668298759243,-0.06099449250133297,0,0
three_cell_union,instruct,F3-A-42,False,False,0.5449321312936638,0.30638229218802016,0.23854983910564365,0.624028441159318,0.1688303156425219,0.45519812551679606,0,1
three_cell_union,instruct,F3-A-42T,False,True,0.2424189928473493,0.2976555059699266,-0.055236513122577324,0.09336805975632408,0.22369456747954047,-0.1303265077232164,0,0
three_cell_union,instruct,F3-A-44,False,False,0.5269741536806734,0.25029092545918474,0.2766832282214886,0.3555132593548923,0.15574813854739036,0.19976512080750194,1,0
three_cell_union,instruct,F3-A-44T,False,False,0.21014893247796274,0.24848157624357708,-0.03833264376561435,0.2781901822073501,0.2948297443616581,-0.016639562154308007,0,0
three_cell_union,instruct,F3-A-46,True,True,0.17416501785916916,0.27882761096468855,-0.1046625931055194,0.2244101345225997,0.2583261526285613,-0.03391601810596159,0,0
three_cell_union,instruct,F3-A-46T,False,True,0.5448423610624824,0.2094627583279431,0.3353796027345393,0.6449778405330621,0.21506103276143673,0.42991680777162533,0,1
three_cell_union,instruct,F3-A-48,True,True,0.4516732990186432,0.4486759828066834,0.0029973162119598107,0.22048120779997532,0.44542218736185796,-0.22494097956188264,0,0
three_cell_union,instruct,F3-A-48T,True,True,0.30204953847630095,0.16714809393689634,0.1349014445394046,0.5486210419628703,0.2743424886329042,0.2742785533299661,0,1
three_cell_union,instruct,F3-A-50,False,False,0.03431072634174405,0.20961586284828718,-0.1753051365065431,0.014039893718475178,0.11198289233258898,-0.0979429986141138,0,0
three_cell_union,instruct,F3-A-50T,False,False,0.1321763042674249,0.2599329167007456,-0.12775661243332068,0.13491969586783992,0.3155819849765976,-0.1806622891087577,0,0
three_cell_union,instruct,F3-A-52,True,True,0.434743111161648,0.7017527497752801,-0.26700963861363214,0.033088731975549304,0.45244699387763054,-0.41935826190208125,,0
three_cell_union,instruct,F3-A-52T,True,True,0.47494381069981106,0.1623685147184174,0.31257529598139366,0.19846572036010396,0.1252166610850463,0.07324905927505765,0,0
three_cell_union,instruct,F3-A-54,False,True,0.23631307455558972,0.1529179610504937,0.08339511350509601,0.2997517761574383,0.1359613845534861,0.1637903916039522,0,0
three_cell_union,instruct,F3-A-54T,True,True,0.19206080836192854,0.2822271379026277,-0.09016632954069917,0.13418630971492873,0.33175231781356485,-0.19756600809863611,0,0
three_cell_union,instruct,F3-B-01,True,True,0.2584606643687831,0.2447329361467071,0.013727728222076019,0.22540654599716864,0.21782716537853922,0.007579380618629422,0,0
three_cell_union,instruct,F3-B-01T,False,False,0.6376408391957888,0.35808720295977736,0.2795536362360115,0.40511456444795924,0.34972387144970174,0.055390692998257496,1,0
three_cell_union,instruct,F3-B-03,True,True,0.024109510076661133,0.14368843958630917,-0.11957892950964803,0.04006772137332088,0.09807318362409315,-0.058005462250772265,0,0
three_cell_union,instruct,F3-B-03T,True,True,0.1733211532718464,0.28418268900507926,-0.11086153573323285,0.01757819410328341,0.15755990118220495,-0.13998170707892155,0,0
three_cell_union,instruct,F3-B-05,True,False,0.3674237605734639,0.396795455797144,-0.029371695223680105,0.27400288846300264,0.25938898378875447,0.014613904674248168,0,0
three_cell_union,instruct,F3-B-05T,True,True,0.3694898926671882,0.7373838063491431,-0.36789391368195495,0.4173188910135962,0.6807711419965299,-0.2634522509829337,,
three_cell_union,instruct,F3-B-07,True,True,0.10313149192384574,0.13617702949709592,-0.03304553757325018,0.028766021855673025,0.09916852233995657,-0.07040250048428355,0,0
three_cell_union,instruct,F3-B-07T,False,False,0.05461532497648752,0.15763459549948688,-0.10301927052299936,0.02170468666361345,0.11850149490365655,-0.09679680824004311,0,0
three_cell_union,instruct,F3-B-09,True,True,0.19918497917268166,0.3336260493734099,-0.13444107020072824,0.08927568202449356,0.24655752250162705,-0.1572818404771335,0,0
